id,answer,question_type,grade,choices,question,nhan_biet,thong_hieu,van_dung,van_dung_cao,dang_cau_hoi,Qwen/Qwen2.5-3B_response,Qwen/Qwen2.5-3B_answer
history-2020-302-19,C,multiple_choice,12.0,"['cải cách ruộng đất trong cả nước.', 'thành lập Mặt trận Việt Minh.', 'thủ đô là Hà Nội.', 'tiến hành đổi mới đất nước.']","Tại Hà Nội năm 1976, Quốc hội khóa VI nước Việt Nam thống nhất họp kì đầu tiên đã quyết định",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"    [C]  
    Reasoning:  
    - The 1976 National Assembly of the unified Vietnam held its first session in Hanoi.  
    - This event marked the establishment of Hanoi as the capital of the country.",C
history-2020-301-19,A,multiple_choice,12.0,"['tên nước là Cộng hòa xã hội chủ nghĩa Việt Nam.', 'cải cách ruộng đất trong cả nước.', 'thành lập Mặt trận Việt Nam độc lập đồng minh.', 'tiến hành đổi mới đất nước.']","Tại Hà Nội năm 1976, Quốc hội khóa VI nước Việt Nam thống nhất họp kì đầu tiên đã quyết định",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"    [A]  
    Reasoning:  
    - The 1976 Constitution of the Socialist Republic of Vietnam was adopted.  
    - The first session of the Sixth National Assembly of Vietnam was held in Hanoi.  
    =>",A
history-2024-303-21,D,multiple_choice,12.0,"['Quốc hội châu Âu.', 'Đảng Quốc đại.', 'Liên minh châu Âu.', 'Liên hợp quốc.']",Tổ chức nào sau đây được thành lập theo quyết định của Hội nghị Ianta (2 – 1945)?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [D]  
    Reasoning:  
    - The United Nations (UN) was established at the 1945 Yalta Conference.  
    => Correct answer: D",D
history-2022-302-18,D,multiple_choice,12.0,"['Nam Phi', 'Mêhicô', 'Hà Lan', 'Pháp']","Từ năm 1945 đến năm 1954, nhân dân Lào đấu tranh chống lại kẻ thù nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [D]  
    Reasoning:  
    - The French colonial rule in Laos ended in 1954 with the Geneva Conference.  
    => Correct answer: D",D
history-2022-302-13,D,multiple_choice,12.0,"['lạc hậu', 'khủng hoảng', 'suy thoái kéo dài', 'phát triển mạnh mẽ']","Từ năm 1945 đến năm 1973, kinh tế Mĩ",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"    [D]  
    Reasoning:  
    - From 1945 to 1973, the United States experienced a period of economic growth and prosperity.  
    => Correct answer: D",D
history-2024-303-31,C,multiple_choice,12.0,"['Phải thực hiện bản cam kết với phương Tây theo quyết định của Hội nghị Ianta (1945).', 'Để giúp Pháp duy trì vùng ảnh hưởng theo quyết định của Hội nghị Pốtxđam (1945).', 'Cách mạng Việt Nam có tác động đến sự thành bại của Mĩ trong chiến lược toàn cầu.', 'Mĩ được Chính phủ Pháp ủy nhiệm thay Pháp tiến hành cuộc chiến tranh ở Việt Nam.']","Từ năm 1949, Mĩ từng bước can thiệp sâu và “dính líu” trực tiếp vào cuộc chiến tranh xâm lược Đông Dương của thực dân Pháp là do yếu tố nào sau đây?",,1.0,,,Bối cảnh/Nguyên nhân,"    [A]  
    Reasoning:  
    - The US had to fulfill its commitments to the West as per the Yalta Conference (1945).  
    - The US wanted to maintain its influence in Indochina as per",A
history-2020-303-20,D,multiple_choice,12.0,"['Suy thoái trầm trọng.', 'Khủng hoảng nặng nề.', 'Trì trệ kéo dài.', 'Phát triển nhanh.']","Từ năm 1952 đến năm 1960, kinh tế Nhật Bản có biểu hiện nào sau đây?",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"    [D]  
    Reasoning:  
    - From 1952 to 1960, Japan experienced rapid economic growth, known as the ""Economic Miracle.""  
    => Correct answer: D",D
history-2020-301-6,D,multiple_choice,12.0,"['Khủng hoảng.', 'Trì trệ.', 'Suy thoái.', 'Phát triển.']","Từ năm 1952 đến năm 1973, kinh tế Nhật Bản có biểu hiện nào sau đây?",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"    [D]  
    Reasoning:  
    - From 1952 to 1973, Japan experienced rapid economic growth, known as the ""Japanese Miracle.""  
    => Correct answer: D",D
history-2020-304-13,D,multiple_choice,12.0,"['Trì trệ kéo dài.', 'Khủng hoảng nặng nề.', 'Suy thoái trầm trọng.', 'Phát triển ""thần kì"".']","Từ năm 1960 đến năm 1973, kinh tế Nhật Bản có biểu hiện nào sau đây?",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"    [D]  
    Reasoning:  
    - From 1960 to 1973, Japan experienced rapid economic growth, known as the ""Japanese Miracle"" or ""Japanese Economic Miracle."" This period saw significant industrialization",D
history-2023-301-21,D,multiple_choice,12.0,"['chịu sự cạnh tranh quyết liệt từ các nước châu Phi', 'chịu sự cạnh tranh quyết liệt từ các nước Mĩ Latinh', 'gặp phải sự cạnh tranh quyết liệt của các nước Nam Á', 'suy thoái, khủng hoảng, phát triển không ổn định']","Từ năm 1973 đến năm 1991, kinh tế các nước Tây Âu",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"    [D]  
    Reasoning:  
    - The 1970s and 1980s saw a period of stagflation in Western Europe, characterized by high unemployment, high inflation, and slow economic growth.  
",D
history-2022-303-18,D,multiple_choice,12.0,"['thể dục, thể thao', 'điện ảnh', 'văn học, nghệ thuật', 'kinh tế']","Từ sau Chiến tranh lạnh đến năm 2000, để xây dựng sức mạnh thực sự, hầu hết các quốc gia đều tập trung phát triển",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,    [D],D
history-2024-303-27,D,multiple_choice,12.0,"['Sự thành lập nước Cộng hòa Nhân dân Trung Hoa.', 'Sự thành lập hai nhà nước trên bán đảo Triều Tiên.', 'Nhật Bản trở thành nền kinh tế lớn thứ hai thế giới.', 'Tất cả các nước cùng xây dựng chủ nghĩa xã hội.']","Từ sau Chiến tranh thế giới thứ hai đến năm 2000, khu vực Đông Bắc Á không có biến đổi nào sau đây?",,,1.0,,Trắc Nghiệm/Nội dung Ngắn,"    [B]  
    Reasoning:  
    - The Korean Peninsula was divided into two countries, North Korea and South Korea, in 1945.  
    - Japan became the second-largest economy in the world in the 1",B
history-2024-304-11,A,multiple_choice,12.0,"['Trung Quốc.', 'Phần Lan.', 'Mêhicô.', 'Braxin.']","Từ tháng 12 – 1978, quốc gia nào sau đây ở châu Á tiến hành công cuộc cải cách – mở cửa?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [A]  
    Reasoning:  
    - The question asks about a country in Asia that underwent reform and opening in December 1978.  
    - China is the only country among the options that fits this description.  
",A
history-2024-304-32,B,multiple_choice,12.0,"['Cuộc cách mạng không phải dùng bạo lực đối với vua quan phong kiến, nên không có tổn thất.', 'Là một điển hình về cuộc cách mạng giải phóng dân tộc, đồng thời mang tính nhân văn sâu sắc.', 'Đã hoàn thành “cuộc cách mạng tư sản dân quyền” nêu trong Luận cương chính trị (10 – 1930).', 'Sức mạnh dân tộc đã hóa giải hết các nguy cơ, đưa cuộc cách mạng đến thắng lợi nhanh chóng.']",Từ thực tiễn cuộc Tổng khởi nghĩa giành chính quyền trong tháng Tám năm 1945 ở Việt Nam đã chứng minh sự đúng đắn của luận điểm nào sau đây?,,1.0,,,Đánh giá,"    [B]  
    Reasoning:  
    - The 1945 August Revolution in Vietnam demonstrated the correctness of the viewpoint that the revolution does not use violence against feudal rulers, so there are no losses.  
    - It is",B
history-2024-304-38,D,multiple_choice,12.0,"['buộc Mĩ phải “xuống thang” trong chiến tranh ở Việt Nam, bỏ rơi chính quyền Sài Gòn.', 'buộc Mĩ phải rút dần quân viễn chinh và ngừng viện trợ cho chính quyền Sài Gòn.', 'hoàn thành mục tiêu “vừa đánh vừa đàm” trong cuộc kháng chiến chống Mĩ, cứu nước.', 'đưa đấu tranh ngoại giao chính thức trở thành một mặt trận có ý nghĩa chiến lược.']","Từ đêm 30, rạng sáng ngày 31 – 1 – 1968, quân dân ta đồng loạt tiến công và nổi dậy trên toàn
miền Nam Việt Nam. Cuộc Tổng tiến công và nổi dậy vào dịp Tết Mậu Thân 1968 đã tác động mạnh đến
nước Mĩ: “Ngày 31 – 3 – 1968, Tổng thống Mĩ L. Giôn-xơn phải tuyên bố: 1- Đơn phương ngừng đánh
phá miền Bắc từ vĩ tuyến 20 trở ra; 2- Không ra tranh cử Tổng thống Mĩ nhiệm kì hai; 3- Nhận đàm phán
với ta [Việt Nam] tại Hội nghị Pari”.
(Ban chỉ đạo Tổng kết chiến tranh trực thuộc Bộ Chính trị, Chiến tranh cách mạng Việt Nam 1945 – 1975
– Thắng lợi và bài học, NXB Chính trị quốc gia, Hà Nội, 2000, tr. 159 – 160)
Những động thái của Tổng thống Mĩ L. Giôn-xơn chứng tỏ: Cuộc Tổng tiến công và nổi dậy Xuân
Mậu Thân 1968 của quân dân Việt Nam đã",,,1.0,,Kết quả / Ý nghĩa / Vai trò,"    Reasoning:  
    - The question states that the Mĩ government had to make concessions after the Spring Mậu Thân 1968 offensive.  
    - The options suggest different outcomes of the offensive.  
    - Option A",
history-2024-301-34,D,multiple_choice,12.0,"['buộc Mĩ phải rút dần quân viễn chinh và ngừng viện trợ cho chính quyền Sài Gòn.', 'buộc Mĩ phải “xuống thang” trong chiến tranh ở Việt Nam, bỏ rơi chính quyền Sài Gòn.', 'hoàn thành mục tiêu “vừa đánh vừa đàm” trong cuộc kháng chiến chống Mĩ, cứu nước.', 'đưa đấu tranh ngoại giao chính thức trở thành một mặt trận có ý nghĩa chiến lược.']","Từ đêm 30, rạng sáng ngày 31 – 1 – 1968, quân dân ta đồng loạt tiến công và nổi dậy trên toàn miền Nam Việt Nam. Cuộc Tổng tiến công và nổi dậy vào dịp Tết Mậu Thân 1968 đã tác động mạnh đến nước Mĩ:",,,1.0,,Kết quả / Ý nghĩa / Vai trò,"    [B]  
    Reasoning:  
    - The Tet Offensive in 1968 had a significant impact on the United States.  
    - It forced the U.S. to withdraw its troops from Vietnam and end its support for",B
history-2024-301-3,B,multiple_choice,12.0,"['Xuđăng.', 'Nhật Bản.', 'Mianma.', 'Brunây.']","Từ đầu những năm 70 của thế kỉ XX đến năm 2000, quốc gia nào sau đây trở thành một trong ba trung tâm kinh tế – tài chính lớn của thế giới?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [B]  
    Reasoning:  
    - Japan emerged as a major economic power in the 1970s and continued to be one of the world's leading economies until the 2000s.  
    =>",B
history-2020-301-22,D,multiple_choice,12.0,"['Các nước ASEAN đã thành những “con rồng” kinh tế châu Á.', 'Liên Xô và Mĩ đã tuyên bố chấm dứt Chiến tranh lạnh.', 'Xu hướng hòa hoãn Đông-Tây bắt đầu xuất hiện.', 'Cuộc cách mạng khoa học-công nghệ đang diễn ra mạnh mẽ.']",Việt Nam bắt đầu thực hiện công cuộc đổi mới (tháng 12-1986) trong tình hình quốc tế đang có chuyển biến nào sau đây?,,1.0,,,Sự kiện / Hoạt động,"    [C]  
    Reasoning:  
    - The early stage of Đổi mới focused on stabilizing the economy.  
    - A key achievement was curbing inflation, though modernization/industrialization were not yet completed.  
",C
history-2020-302-29,A,multiple_choice,12.0,"['Xu thế toàn cầu hóa xuất hiện và đang phát triển.', 'Xu hướng hòa hoãn Đông-Tây bắt đầu xuất hiện.', 'Các nước ASEAN đã thành những ""con rồng"" kinh tế châu Á.', 'Liên Xô và Mĩ đã tuyên bố chấm dứt Chiến tranh lạnh.']",Việt Nam bắt đầu thực hiện công cuộc đổi mới (tháng 12-1986) trong tình hình quốc tế đang có chuyển biến nào sau đây?,,1.0,,,Sự kiện / Hoạt động,"    [B]  
    Reasoning:  
    - The early stage of Đổi mới was influenced by the end of the Cold War and the rise of globalization.  
    - The dissolution of the Soviet Union and the United States' announcement of",B
history-2020-303-28,D,multiple_choice,12.0,"['Xu hướng hòa hoãn Đông-Tây bắt đầu xuất hiện.', 'Liên Xô và Mĩ đã tuyên bố chấm dứt Chiến tranh lạnh.', 'Các nước ASEAN đã thành những ""con rồng"" kinh tế châu Á.', 'Liên Xô đang lâm vào cuộc khủng hoảng trầm trọng.']",Việt Nam bắt đầu thực hiện công cuộc đổi mới (tháng 12-1986) trong tỉnh hình quốc tế đang có chuyển biến nào sau đây?,,1.0,,,Sự kiện / Hoạt động,"    [D]  
    Reasoning:  
    - The early stage of Đổi mới focused on stabilizing the economy.  
    - A key achievement was curbing inflation, though modernization/industrialization were not yet completed.  
",D
history-2020-304-30,A,multiple_choice,12.0,"['Xu thế cải cách, mở cửa đang diễn ra mạnh mẽ.', 'Xu hướng hòa hoãn Đông-Tây bắt đầu xuất hiện.', 'Các nước ASEAN đã thành những “con rồng"" kinh tế châu Á.', 'Liên Xô và Mĩ đã tuyên bố chấm dứt Chiến tranh lạnh.']",Việt Nam bắt đầu thực hiện công cuộc đổi mới (tháng 12-1986) trong tỉnh hình quốc tế đang có chuyển biến nào sau đây?,,1.0,,,Sự kiện / Hoạt động,"    [A]  
    Reasoning:  
    - The early stage of Đổi mới focused on stabilizing the economy.  
    - A key achievement was curbing inflation, though modernization/industrialization were not yet completed.  
",A
history-2021-304-22,D,multiple_choice,12.0,"['Chiến dịch giải phóng Huế-Đà Nẵng.', 'Quân giải phóng miền Nam ra đời.', 'Cuộc Tổng tiến công và nổi dậy Xuân Mậu Thân.', 'Đại hội toàn quốc thống nhất Việt Minh-Liên Việt']","Về chính trị, trong những năm 1951-1953, ở Việt Nam diễn ra sự kiện nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"    [B]  
    Reasoning:  
    - In 1951-1953, the Viet Minh (Vietnamese Communist Party) was formed, which later became the Viet Cong (Vietnamese National Liberation Front).  
",B
